obs_ID,study_ID,year_pub,es,var
obs063,Bishop et al 2009,2009,3.992,0.499
obs064,Bishop et al 2009,2009,3.124,0.222
obs065,Bishop et al 2009,2009,2.11,0.156
obs066,Bishop et al 2009,2009,1.1974,0.297
obs067,Bishop et al 2009,2009,2.503,0.299
obs068,Bishop et al 2009,2009,2.103,0.155
obs069,Bishop et al 2009,2009,2.4895,0.297
obs070,Bishop et al 2009,2009,2.986,0.211
obs071,Bishop et al 2012,2012,0.2099,0.1118
obs072,Bishop et al 2012,2012,1.7188,0.1561
obs073,Bishop et al 2013,2013,0.7416,0.373
obs074,Bishop et al 2013,2013,0.9291,0.3875
obs075,Blanco et al 2008,2008,0.643,0.748
obs076,Bologna & Heck 1999,1999,1.0312,0.2545
obs077,Bologna & Heck 1999,1999,-0.0806,0.2073
obs078,Bologna & Heck 1999,1999,3.438,0.496
obs079,Bologna & Heck 1999,1999,-0.857,0.218
obs080,Bologna & Heck 2000,2000,2.43,0.348
obs081,Bologna & Heck 2000,2000,0.635,0.21
obs082,Borg et al 2010,2010,2.104,0.3685
obs083,Borg et al 2010,2010,1.5645,0.29
obs084,Bostroem & Mattila 1999,1999,3.258,0.517
obs085,Bostroem & Mattila 1999,1999,2.393,0.381
obs086,Bryars & Wear 2008,2008,1.781,1.1335
obs087,Buzá-Jacobucci & Pereira-Leite 2014,2014,1.3919,0.51
obs088,Buzá-Jacobucci & Pereira-Leite 2014,2014,1.3105,0.5291
obs089,Callaway et al 2001,2001,0.836,0.167
obs090,Callaway et al 2001,2001,2.0025,0.3185
obs091,Callaway et al 2001,2001,0.2175,0.201
obs092,Cardose et al 2004,2004,0.0815,0.3474
obs093,Chapman  et al 2005,2005,0.2945,0.2079
obs094,Chapman  et al 2005,2005,0.6893,0.2128
obs095,Christie et al 2003,2003,0.467,0.865
obs096,Christie et al 2003,2003,2.44,2.079
obs097,Cruz-Angon & Greenberg 2005,2005,1.8238,1.4615
obs098,Cruz-Angon & Greenberg 2005,2005,-0.0278,1.3051
obs099,Diaz et al 2012,2012,1.791,1.6245
obs100,Dijkstra et al 2012,2012,1.3652,0.3576
obs101,Dijkstra et al 2012,2012,-1.0457,0.26
obs102,Dijkstra et al 2012,2012,1.4608,0.2733
obs103,Dijkstra et al 2012,2012,1.1023,0.233
obs104,Drouin et al 2011,2011,-1.888,0.241
obs105,Drouin et al 2011,2011,0.531,0.173
obs106,Drouin et al 2011,2011,0.924,0.1875
obs107,Drouin et al 2011,2011,-0.83,0.181
obs108,Drouin et al 2011,2011,2.121,0.26
obs109,Drouin et al 2011,2011,0.449,0.171
obs110,Drouin et al 2011,2011,1.5455,0.2205
obs111,Drouin et al 2011,2011,0.277,0.168
obs112,Dubois et al 2006,2006,0.4219,0.3676
obs113,Dubois et al 2006,2006,2.2125,0.641
obs114,Edgar & Robertson 1992,1992,1.018,0.4187
obs115,Edgar & Robertson 1992,1992,3.775,0.9275
obs116,Ekloef et al 2006,2006,0.0288,0.131
obs117,Fernandez-Barrancos et al 2016,2016,0.84,0.1035
obs118,Fernandez-Barrancos et al 2016,2016,0.88,0.1195
obs119,Fernandez-Barrancos et al 2016,2016,0.6175,0.0484
obs120,Fernandez-Barrancos et al 2016,2016,1.2305,0.1325
obs121,Fernandez-Barrancos et al 2016,2016,1.0835,0.108
obs122,Fernandez-Barrancos et al 2016,2016,1.1775,0.1275
obs123,Fernandez-Barrancos et al 2016,2016,1.055,0.127
obs124,Furey et al 2012,2012,2.883,0.7084
obs125,Gartner et al 2013,2013,0.0435,0.4018
obs126,Gartner et al 2013,2013,2.1205,0.6565
obs127,Gartner et al 2013,2013,0.7763,0.4643
obs128,Green & Crowe 2014,2014,0.3359,0.5412
obs129,Green & Crowe 2014,2014,0.3409,0.5587
obs130,Green & Crowe 2014,2014,0.0873,0.5062
obs131,Green & Crowe 2014,2014,-0.0748,0.5278
obs132,Grutter & Irving 2007,2007,1.4453,0.5108
obs133,Gunnarsson et al 2004,2004,0.391,0.5305
obs134,Hamamoto & Mukai 1999,1999,0.5873,0.277
obs135,Holmquist 1997,1997,1.1213,0.2677
obs136,Holmquist 1997,1997,6.556,1.062
obs137,Hughes et al 2014,2014,1.6355,0.3344
obs138,Hughes et al 2014,2014,1.3783,0.2912
obs139,Hughes et al 2014,2014,3.3808,0.6033
obs140,Hughes et al 2014,2014,0.2211,0.2279
obs141,Hughes et al 2014,2014,2.6778,0.5172
obs142,Hughes et al 2014,2014,1.1982,0.3474
obs143,Hughes et al 2014,2014,1.7957,0.3611
obs144,Hughes et al 2014,2014,0.6157,0.2629
obs145,Irving et al 2007,2007,1.2679,0.5101
obs146,Irving et al 2007,2007,1.544,0.5748
obs147,Jaxion & Speight 2012,2012,0.421,0.681
obs148,Jaxion & Speight 2012,2012,-1.104,0.768
obs149,Jaxion & Speight 2012,2012,-1.006,0.751
obs150,Jaxion & Speight 2012,2012,0.491,0.029
obs151,Jones & Thornber 2010,2010,1.083,0.105
obs152,Kelaher et al 2001,2001,-0.0126,0.1578
obs153,Kelaher et al 2001,2001,0.227,0.147
obs154,Kelaher & Castilla 2005,2005,0.0341,0.0744
obs155,Kelaher & Castilla 2005,2005,0.14,0.074
obs156,Kelaher et al 2007,2007,0.3045,0.081
obs157,Kelaher et al 2007,2007,0.4095,0.0815
obs158,Kochmann et al 2008,2008,0.2287,0.4159
obs159,Koh 2008,2008,0.565,0.0485
obs160,Koh 2008,2008,-0.313,0.052
obs161,Koivisto & Westerbom 2010,2010,0.7803,0.2962
obs162,Koivisto & Westerbom 2010,2010,0.4139,0.2205
obs163,Koivisto & Westerbom 2010,2010,0.036,0.2
obs164,Koivisto & Westerbom 2010,2010,0.026,0.2
obs165,Kulczycki et al 1981,1981,0.8099,0.5498
obs166,Kulczycki et al 1981,1981,0.7538,0.3635
obs167,Laegsdgaard & Johnson 2001,2001,1.6792,0.7498
obs168,MacDonald & Weis 2013,2013,0.9835,0.7555
obs169,MacDonald & Weis 2013,2013,0.292,0.674
obs170,MacDonald et al 2008,2008,0.7759,0.8093
obs171,MacDonald et al 2008,2008,1.5913,0.941
obs172,Macreadie et al 2014,2014,0.56,0.416
obs173,Macreadie et al 2014,2014,0.7805,0.4305
obs174,Macreadie et al 2014,2014,0.1445,0.4025
obs175,Macreadie et al 2014,2014,-0.55,0.415
obs176,Martin-Smith 1993,1993,0.8559,0.3098
obs177,McAfee et al  2016,2016,0.6021,0.0465
obs178,Mellado & Zamora 2016,2016,0.4915,0.0383
obs179,Mellado & Zamora 2016,2016,0.9141,0.0416
obs180,Mellado et al 2016,2016,1.0357,0.041
obs181,Mendez et al 2015,2015,-0.825,0.027
obs182,Mendez et al 2015,2015,-0.085,0.025
obs183,Mendez et al 2015,2015,2.946,0.052
obs184,Mendez et al 2015,2015,0.984,0.028
obs185,Mormul et al 2010,2010,0.223,0.0879
obs186,Mukai & Iijima 1995,1995,1.097,0.147
obs187,Ndagurwa at al 2014,2014,1.1373,0.9602
obs188,Norton & Benson 1983,1983,0.9519,0.45
obs189,Pavia et al 1999,1999,0.9181,1.1577
obs190,Pavia et al 1999,1999,0.4236,0.7534
obs191,Pavia et al 1999,1999,0.6988,1.1914
obs192,Pavia et al 1999,1999,2.0271,1.2914
obs193,Pettersson 1996,1996,0.5323,0.0693
obs194,Pettersson 1996,1996,0.746,0.0723
obs195,Pettersson 1996,1996,0.7012,0.0712
obs196,Pettersson 1996,1996,0.634,0.0706
obs197,Pettersson 1996,1996,0.3933,0.068
obs198,Pettersson 1996,1996,0.603,0.07
obs199,Pettersson 1996,1996,1.123,0.077
obs200,Pettersson 1996,1996,1.053,0.076
obs201,Pettersson 1996,1996,0.909,0.074
obs202,Pettersson 1996,1996,0.392,0.068
obs203,Pettersson et al 1995,1995,0.389,0.0694
obs204,Pettersson et al 1995,1995,0.518,0.0705
obs205,Pettersson et al 1995,1995,0.4938,0.0707
obs206,Pettersson et al 1995,1995,0.9723,0.0762
obs207,Pettersson et al 1995,1995,0.4363,0.0155
obs208,Pettersson et al 1995,1995,0.5902,0.07
obs209,Pettersson et al 1995,1995,0.79,0.072
obs210,Pettersson et al 1995,1995,2.287,0.11
obs211,Pettersson et al 1995,1995,1.349,0.082
obs212,Pettersson et al 1995,1995,1.74,0.092
obs213,Pettersson et al 1995,1995,0.916,0.074
obs214,Poore et al 2000,2000,0.8574,0.4242
obs215,Prescott et al 2015,2015,-0.0702,0.2687
obs216,Prescott et al 2015,2015,0.0347,0.2758
obs217,Pritchard et al 2016,2016,1.035,0.076
obs218,Pritchard et al 2016,2016,0.7325,0.0715
obs219,Proches & Marshall 2002,2002,1.4483,0.4697
obs220,Rohr et al 2011,2011,1.4515,0.253
obs221,Ross 2006,2006,1.5811,0.5145
obs222,Saunders & Connell 2001,2001,3.446,0.497
obs223,Saunders & Connell 2001,2001,2.081,0.308
obs224,Saunders & Connell 2001,2001,3.667,0.536
obs225,Saunders & Connell 2001,2001,2.421,0.347
obs226,Saunders & Connell 2001,2001,1.914,0.292
obs227,Saunders & Connell 2001,2001,1.069,0.229
obs228,Schneider & Mann 1991,1991,0.7609,0.9066
obs229,Skilleter & Warren 2000,2000,3.855,1.4315
obs230,Skilleter & Warren 2000,2000,1.9679,0.3951
obs231,Skilleter & Warren 2000,2000,2.0125,0.787
obs232,Skilleter & Warren 2000,2000,1.0175,0.2825
obs233,Stoner & Lewis 1985,1985,0.9035,0.6192
obs234,Stoner & Lewis 1985,1985,2.4455,0.907
obs235,Stoner & Lewis 1985,1985,0.915,0.5917
obs236,Stoner & Lewis 1985,1985,3.66,1.469
obs237,Thieltges & Buschbaum 2007,2007,1.09,0.4235
obs238,Thieltges & Buschbaum 2007,2007,2.1705,0.6795
obs239,Thomsen 2010,2010,0.5729,0.4369
obs240,Thomsen 2010,2010,-0.1003,0.419
obs241,Thomsen et al 2010,2010,0.5685,0.5205
obs242,Thomsen et al 2010,2010,0.3985,0.542
obs243,Thomsen et al 2010,2010,0.649,0.482
obs244,Thomsen et al 2010,2010,1.7185,0.6225
obs245,Thomsen et al 2010,2010,0.32,0.469
obs246,Thomsen et al 2010,2010,0.9885,0.507
obs247,Thomsen et al 2010,2010,0.4025,0.5135
obs248,Thomsen et al 2010,2010,0.561,0.473
obs249,Thomsen et al 2010,2010,0.3385,0.4655
obs250,Thomsen et al 2010,2010,1.6035,0.3015
obs251,Thomsen et al 2010,2010,0.715,0.2505
obs252,Thomsen et al 2010,2010,0.1715,0.429
obs253,Thomsen et al 2010,2010,1.131,0.4745
obs254,Thomsen et al 2010,2010,1.074,0.7665
obs255,Thomsen et al 2010,2010,0.477,0.365
obs256,Thomsen et al 2010,2010,0.612,0.6135
obs257,Thomsen et al 2010,2010,1.0705,0.575
obs258,Thomsen et al 2010,2010,0.805,0.541
obs259,Thomsen et al 2010,2010,0.137,0.2315
obs260,Thomsen et al 2010,2010,0.355,0.216
obs261,Thomsen et al 2010,2010,-0.024,0.2405
obs262,Thomsen et al 2010,2010,0.7295,0.255
obs263,Thomsen et al 2010,2010,0.774,0.4485
obs264,Thomsen et al 2010,2010,0.433,0.384
obs265,Thomsen et al 2010,2010,1.1065,0.5255
obs266,Thomsen et al 2010,2010,0.3885,0.4655
obs267,Thomsen et al 2010,2010,0.429,0.517
obs268,Thomsen et al 2010,2010,-0.058,0.5045
obs269,Thomsen et al 2010,2010,0.282,0.4675
obs270,Thomsen et al 2010,2010,0.7525,0.518
obs271,Thomsen et al 2010,2010,0.2455,0.4575
obs272,Thomsen et al 2010,2010,0.6245,0.472
obs273,Thomsen et al 2010,2010,0.114,0.5005
obs274,Thomsen et al 2010,2010,-0.1515,0.452
obs275,Thomsen et al 2010,2010,0.3625,0.4645
obs276,Thomsen et al 2010,2010,1.6355,0.305
obs277,Thomsen et al 2010,2010,0.697,0.2555
obs278,Thomsen et al 2010,2010,0.4675,0.4425
obs279,Thomsen et al 2010,2010,0.995,0.454
obs280,Thomsen et al 2010,2010,0.794,0.748
obs281,Thomsen et al 2010,2010,0.959,0.362
obs282,Thomsen et al 2010,2010,-0.0795,0.599
obs283,Thomsen et al 2010,2010,1.0085,0.564
obs284,Thomsen et al 2010,2010,1.2615,0.62
obs285,Thomsen et al 2010,2010,-0.207,0.2235
obs286,Thomsen et al 2010,2010,0.47,0.217
obs287,Thomsen et al 2010,2010,0.4375,0.242
obs288,Thomsen et al 2010,2010,1.5065,0.303
obs289,Thomsen et al 2010,2010,1.275,0.5065
obs290,Thomsen et al 2010,2010,0.313,0.4075
obs291,Thomsen et al 2010,2010,0.8185,0.4885
obs292,Thomsen et al 2010,2010,0.221,0.4785
obs293,Thomsen et al 2012,2012,0.8258,0.1588
obs294,Thomsen et al 2012,2012,0.7385,0.145
obs295,Thomsen et al 2013,2013,0.9472,0.4511
obs296,Thomsen et al 2013,2013,1.5477,0.551
obs297,Thomsen et al 2015,2015,2.283,2.0785
obs298,Thomsen et al 2015,2015,1.6755,0.9443
obs299,Thomsen et al 2015,2015,0.628,1.051
obs300,Thomsen et al 2015,2015,0.779,0.7253
obs301,Thomsen et al 2015,2015,0.535,1.0715
obs302,Thomsen et al 2015,2015,1.7375,0.951
obs303,Thomsen et al 2015,2015,0.2305,1.0135
obs304,Thomsen et al 2015,2015,0.0023,0.6828
obs305,Thomsen et al 2016,2016,1.3456,0.5242
obs306,Thomsen et al 2016,2016,1.6191,0.702
obs307,Thomsen et al 2016,2016,1.3899,0.9257
obs308,Thomsen et al 2016,2016,1.1238,0.5977
obs309,Thomsen et al 2016,2016,0.784,0.4658
obs310,Thomsen et al 2016,2016,2.2035,0.8355
obs311,Thomsen et al 2016,2016,2.9875,2.0953
obs312,Thomsen et al 2016,2016,2.1375,1.09
obs313,trowbridge 1993,1993,0.831,0.161
obs314,Tyrrell et al 2013,2013,1.0738,0.0804
obs315,Valentine and Heck 1993,1993,0.013,0.033
obs316,Verweij et al 2006,2006,0.5134,0.7816
obs317,Viejo & Aaberg 2003,2003,0.106,0.1838
obs318,Viejo & Aaberg 2003,2003,0.584,0.1871
obs319,Visconti et al 2014,2014,1.6385,0.7308
obs320,Watson & Herring 2012,2012,0.241,0.1515
obs321,Watson & Herring 2012,2012,0.0307,0.174
obs322,Watson & Herring 2012,2012,0.3585,0.152
obs323,Watson & Herring 2012,2012,0.1795,0.175
obs324,Watson 2015,2015,0.097,0.1502
obs325,Watson 2015,2015,0.2591,0.1513
obs326,Williams et al 2002,2002,2.109,0.4305
obs327,Worm & Sommer 2000,2000,0.267,0.1889
obs328,Yakovis & Artemieva 2017,2017,1.3065,0.4885
obs329,Yakovis & Artemieva 2017,2017,1.3937,0.483
obs330,Yakovis & Artemieva 2017,2017,2.0615,0.5758
obs331,Yamada &  Kumagai 2012,2012,4.347,0.2255
obs332,Yanoviak et al 2011,2011,0.117,0.058
obs333,Zakhama-Sraieb et al 2011,2011,0.3329,0.7875
obs334,Zakhama-Sraieb et al 2011,2011,0.796,0.7445
